variable_id,mz,rt,bl20210902_10,bl20210902_11,bl20210902_13,bl20210902_14,bl20210902_26,bl20210902_27,bl20210902_29,bl20210902_30,bl20210902_31,bl20210902_32,bl20210902_33,bl20210902_34,bl20210902_35,bl20210902_36,bl20210902_4,bl20210902_5,bl20210902_6,bl20210902_7,bl20210902_8,bl20210902_9,bl20210902_15,bl20210902_16,bl20210902_17,bl20210902_18,bl20210902_19,bl20210902_20,bl20210902_22,bl20210902_23,bl20210902_24,bl20210902_25,bl20210902_12,bl20210902_21,bl20210902_28,bl20210902_3,bl20210902_37,bl20210902_38
M367T39_POS,367.14854858068065,38.93474006652832,126550.0701564495,97562.02441511734,68519.1819785447,NA,NA,NA,NA,97228.3276460417,NA,58428.021218389375,111654.24760957233,19152.354548839718,32550.30704892302,32758.28969315199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21588.167535557262,49091.15640947538,42936.78103202022,46248.84382589445,46540.31133177548,31464.593823089108,84811.74261521202,NA,NA,NA,86521.04267376225,72504.35802570196
M367T221_2_POS,367.32922100134704,221.03482055664062,NA,177617.69313962807,167504.8079165969,150635.62211305863,33755.25664690245,31254.881515315472,25907.427533311966,498544.898635113,NA,724323.7400512726,302172.00010480743,NA,475636.1827007824,715905.0523782301,NA,56441.28951055176,15910.874854057625,28437.394550025303,29797.93481287003,142200.93365444525,161787.211688309,169713.39322390425,NA,197392.32882445428,192360.45261596327,172799.8230433136,134702.96841254568,262535.2115058703,207478.66953792755,NA,473754.5220913768,487074.4999630613,NA,428357.63017812616,448537.5492009585,453773.35094944516
M367T533_POS,367.3755343324565,532.5354309082031,109978.28155242788,131125.46826205467,95974.07533795953,110857.98579513605,112553.99463336857,124196.62808688046,129690.51361101054,110139.92797121903,138354.35146131244,122319.81252531207,127588.00571237516,121419.59154545891,96491.32032985141,101783.46284057088,140761.9024464802,153547.59706782387,174973.99542085917,161895.52674473694,183856.27296811307,112379.51013892956,111790.67688006697,132610.89619428018,71165.78895580667,111776.01110304461,121135.7642061806,111500.78281471772,136355.78814240062,141676.9710178051,127137.35081050664,83016.084984297,128582.75020463971,119152.0704629,127252.28706380825,105518.19167140682,97292.4108125382,92153.83474389004
M367T221_3_POS,367.47833251953125,220.72701263427734,NA,58390.41289930232,52071.66639248584,40727.582705151886,NA,NA,NA,192850.27898580342,NA,300386.963701474,107802.23098721425,NA,184788.11244282548,298212.76143517345,NA,NA,NA,NA,NA,37411.467285299026,45023.433963690164,45856.64966873594,NA,63963.464036883845,58244.72898732664,49444.14627681273,35356.556473664874,93355.41956406755,69590.15647898304,NA,182316.5756434625,186407.27913767664,NA,181474.25730361187,178056.50819494302,180689.01593129322
M368T221_1_POS,368.13754895131615,221.0348663330078,NA,831837.7995900792,812592.5067908324,698689.7623532963,200775.0951809211,183436.8191656559,165838.43206561124,2296145.413208771,79253.08306808912,3265747.16800194,1426076.2159579943,NA,2216643.709129357,3370727.120516028,93474.89235724015,272749.63296730025,123572.54340079291,164486.8545649531,170829.09925477588,643282.2180978591,732407.6002939132,755031.4983156872,NA,924116.9872863916,876878.7073649223,801378.0615502694,657675.5697545054,1248691.334226503,978868.2337609981,NA,2179054.7618203736,2328318.6265219566,89672.15454878172,2164904.6866925624,2132527.3602475035,2207187.907815186
M368T124_POS,368.1522856765388,123.93797302246094,NA,166474.48596746995,151305.39576755473,144229.72225463187,9647.9841841951,3905.627317417852,7760.308885631114,155208.47248641218,1540.9337854342973,192744.02035812984,224881.80091176493,NA,108966.33361380304,NA,6293.967979465575,11723.756227485634,3109.4138345853185,3201.7382875900275,NA,74417.86292260366,97052.69440318558,59841.12502698046,NA,132676.54981764863,153574.43560921354,NA,72777.2070980344,NA,85020.43571078593,NA,138081.3275991752,139258.33268793763,NA,108402.6088497542,NA,NA
M368T221_2_POS,368.33020757361857,220.72280883789062,NA,24628.74704364544,21256.218379692185,17407.862847686414,NA,NA,NA,94422.10779792652,NA,149538.3853809354,50874.03151623416,NA,91653.07536807135,146241.56830343438,NA,NA,NA,NA,NA,16348.650207581924,NA,NA,NA,28724.596023669194,25423.894736999173,19731.986011338107,NA,40989.394762087024,30445.079555192835,NA,89768.02639200134,88502.08247256576,NA,85283.97232604788,85571.03058791478,84623.03132150222
M368T569_POS,368.38765095557505,569.23541259765625,219840.0069014314,176694.25746892346,107703.01548937529,167978.65383904704,169052.64858278818,161313.49514701832,186990.64631328546,160762.5153426467,186640.57374356678,174920.49294887923,143109.1559251955,180966.38475205688,140026.80652361634,138149.9609812098,219339.92002307533,207224.38680636883,239736.60260730248,228540.78897390488,247614.6301270097,198490.65142594307,161924.98634619344,176529.4897161367,79703.62795011584,142024.45055639165,198155.28727356793,185962.9836089996,176904.4760135145,170373.23843194367,170110.63027033285,120052.88561059708,176898.93472537163,180708.55662022202,186174.74234460015,153209.6301523232,115683.38694389473,141021.54584623725
M368T221_3_POS,368.4907839399939,220.72136688232422,NA,10824.199932214302,NA,NA,NA,NA,NA,49893.151542608546,NA,77223.31674885789,NA,NA,47391.20347029903,75247.17120306728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48014.118453953815,45414.970565257696,NA,46150.703972238676,47068.295940309814,39482.232190653136
M369T221_POS,369.1335351355434,221.03482055664062,NA,194477.75300673724,184398.57290355358,129980.64015268757,45556.018369928395,41657.32427826696,39574.734350365914,556631.9664139934,18114.212295699443,790328.2383620779,311418.8357798798,NA,526717.9195601112,780830.377659148,20975.82197506879,62216.64643535376,30453.642745526573,36754.8991777524,37073.66926412698,152210.3624949969,160578.27077000547,172868.0662886361,1625.8906069844052,219858.8787328894,202453.19324793696,183603.21680602673,150011.75915650302,268979.649400274,236396.12451459552,NA,525473.7629115656,513014.27090950013,19882.56960043518,472062.5787638901,521361.9041852777,499676.7052212007
M369T588_POS,369.34913010440505,588.3363952636719,64299.12513020094,141433.21593344316,28959.078876076404,22875.649871864163,NA,NA,NA,NA,NA,30495.477350825695,NA,70441.8896965517,67245.94505651882,NA,NA,NA,NA,NA,NA,41010.9281768433,43861.03765711137,154784.69808705503,NA,NA,NA,56111.734411978796,54110.51713926606,62769.49772145037,66855.55891034722,45921.85179134087,48815.60072388523,63531.01550714966,NA,35217.363695011154,43014.194755533455,56615.72397277678
M369T569_POS,369.3888186321592,569.2105407714844,27666.32622427447,24205.09631338041,18468.264725981826,23323.695324390406,24204.748075449308,21543.156472877738,25664.68637144439,NA,33262.80838815789,NA,NA,17494.21322825214,17882.993357044495,NA,27702.566001878404,27334.262017640238,32939.012069735196,33094.098829653616,38895.31921014392,30038.198721500845,23443.8911319572,23205.855175258417,NA,12940.00653408787,20353.379402056573,NA,33339.196846780236,NA,30423.65358786474,NA,22730.417484335776,29852.09425039509,25298.392136890852,18947.268622906646,17514.700422975828,17948.628994091687
M370T221_POS,370.13416667238084,221.03256225585938,NA,NA,14813.686057551533,10722.164681857352,4598.727677161757,NA,NA,39349.60857467999,NA,56127.44286194963,20966.090093256942,NA,36320.11190856748,54223.89622936373,NA,5987.512228532726,NA,NA,3455.401217363195,10328.177930389957,NA,13251.633766246752,NA,17063.77441401559,15839.448137311696,14280.46466412718,11851.899414082143,NA,15215.846318231708,NA,35530.9894248948,35116.12643034714,NA,37027.439041199184,33750.62466508235,35016.37007179549
M370T165_POS,370.48900208911596,165.4964370727539,NA,63473.97728158574,53941.1495415195,54308.86106943068,NA,NA,NA,51901.906289330705,NA,35618.39528222944,50705.25552397927,NA,41421.48467191606,NA,3021.3399033218006,NA,NA,NA,NA,66063.11094410956,12440.01220001364,NA,NA,NA,NA,NA,67842.28282332783,62977.4831721157,62335.08268651771,NA,55802.559474704045,53471.57116594203,NA,48813.2340575468,48913.785400419365,50025.79705158102
M371T166_POS,370.82346469756465,165.5128402709961,NA,36869.07100963828,22349.381046581206,28154.83593772289,NA,NA,NA,27431.061103621756,NA,17964.17115770656,NA,NA,23104.021097586978,NA,NA,NA,NA,NA,NA,33766.64420364066,NA,NA,NA,NA,8150.8398270231255,NA,35163.43446434355,32231.658426954433,27939.72518568291,NA,29174.53887213946,26520.542306715415,NA,28008.108315061167,26889.68517861565,28084.79815072252
M371T633_POS,370.8339958737434,632.6460266113281,22145.104676066498,13552.241206106655,9321.63727574681,NA,19953.837084068047,11502.944946197535,22948.8344049025,NA,NA,20251.855066537464,NA,NA,15527.76480836482,NA,16843.91255043156,17607.599148490808,15777.478366615498,19342.50689513393,24150.32388868161,21414.361266999626,NA,6500.788241823471,5678.019000445599,9797.363507959417,15316.682594986032,NA,10769.414577379624,12122.810479675618,15903.392280670178,11890.927424902098,13569.289200700257,NA,NA,14589.021034200277,17370.16161909879,11381.330155238842
M371T150_POS,371.22608972653506,150.3655776977539,NA,25491.493762677917,26261.819587124908,26274.747001239673,NA,NA,4271.710038221084,NA,NA,27233.558238069985,29855.092963104173,NA,21759.78633744544,NA,7374.53588245557,4586.676168069491,5890.590080818725,4986.270165445436,NA,31059.940452543728,3480.2651533051335,9724.054141105504,NA,NA,10524.22123999461,NA,27533.47044858182,NA,27107.235596181272,NA,29048.66048947362,30824.187011911585,NA,27955.45482192646,NA,NA
M371T629_POS,371.263684242013,629.11492919921875,NA,NA,NA,3435.2929687450232,6499.584740876983,2182.814483619388,NA,NA,NA,4571.396484372352,NA,NA,NA,NA,NA,6260.517262637836,NA,NA,NA,NA,2867.900464211547,NA,28908.10796988047,NA,NA,NA,NA,NA,NA,8518.349418557475,28006.634202163383,NA,NA,20307.10120334715,NA,4180.246288771485
M373T228_POS,373.0614278841564,227.97124481201172,NA,46359.810599944365,51347.763051618196,50750.74583209247,NA,NA,NA,55016.51528306729,5561.857035188138,15857.378639307872,48469.95664670826,NA,15115.00510830656,15047.810773427198,8412.929935467559,8865.44328301678,11345.511703412154,10574.955031247911,8176.591343041348,79610.08150266876,25021.937072525976,37214.88752854316,4866.60825876008,27104.98981315978,24840.477648021468,60700.709117773804,62821.19873951797,57363.46146265019,67106.83648236457,NA,57126.786705871185,59326.20488001186,4029.494907169884,48567.05295287626,51872.99375560918,47177.09748173616
M374T190_POS,374.0382445156059,190.47288513183594,NA,51639.846134215615,53686.36809812154,52290.148672443174,3913.962104818758,NA,NA,60703.74264465373,NA,48457.909333482516,47584.672060252764,NA,53416.9122020079,NA,NA,NA,5543.5277652821105,NA,NA,64266.963794091,NA,20429.94348378927,NA,20914.183723564027,22468.49168362171,60222.465925533106,55211.633261347575,52818.878486586116,50066.62125724822,NA,57741.060705237636,NA,NA,53602.832382169116,42908.67014952239,49667.434871791535
M375T190_POS,374.539029413407,190.47288513183594,NA,20695.334776365842,18594.24229580944,NA,NA,NA,NA,20702.333732430627,NA,14613.781027726434,16224.95698940703,NA,20476.989675194996,NA,NA,2439.158213321005,NA,NA,NA,18915.91012730132,6757.478667929074,9437.394103977911,NA,7330.3152656327675,7067.289404836501,20440.550906823923,14800.462309435341,NA,18886.05649843003,NA,19636.11252635685,19976.749213013238,NA,NA,10627.024910031234,15625.34658440575
M375T186_POS,375.0980903297236,185.52676391601562,NA,108081.31686500694,100522.42567498186,98699.54557421482,9074.840377840474,8451.824273412501,7194.099831061714,127314.46953181243,3873.730690948762,106715.29900820777,98442.10062442005,NA,112533.04853038969,NA,NA,11008.061411797156,NA,7749.647428407289,NA,133270.88405219963,76603.27886315934,89288.37542829588,NA,76792.19523575297,79453.31072998037,139289.4157456451,147218.8073409217,136532.04999220435,131690.78227481575,NA,118764.01855448484,118934.90017985275,NA,102913.02825082369,114722.66920433643,114754.75612935437
M376T186_POS,376.1005860050038,186.0633087158203,NA,11146.370625506084,9269.3384406576,10355.824192588138,NA,NA,NA,10645.051045388522,NA,9212.152095093299,4366.802193537875,NA,NA,NA,NA,NA,NA,NA,NA,13619.177365699297,NA,NA,NA,7018.621687869804,NA,11347.144947766034,NA,8938.70519608931,13199.45342222993,NA,NA,8587.520443470576,NA,8212.56916796211,NA,11539.736045879234
M377T191_POS,377.04480597758186,190.66677856445312,NA,56242.66900895872,62397.99920589729,49563.26692503776,NA,4046.1695337638266,NA,77635.47927706054,NA,53198.4665412154,60683.40539701912,NA,51899.24042889472,NA,6504.1448211777715,5076.206118413071,6281.10611913639,7216.626697688122,NA,66976.84595656513,17254.570991610533,18301.623274866844,NA,20509.975420794755,18575.36421213767,64164.03015305478,80068.03708298095,72928.01581963536,59228.236023402336,NA,72458.9173712305,78531.17737769804,NA,56223.96730235162,61598.93720440484,47345.62192541929
M377T151_POS,377.1442566151516,151.3603744506836,NA,115462.05768789395,88914.8703173651,78628.35620662538,NA,NA,NA,172831.8964776092,NA,185602.68518530903,184768.67273171226,NA,180758.8936268804,NA,NA,NA,NA,NA,NA,NA,62746.08482437624,61033.9253387118,NA,NA,55046.19448782537,NA,209080.45117380816,41786.43784394683,172223.35984516182,NA,157779.07191918595,169672.06487255023,NA,166272.03402271678,22422.156487603068,25752.560520115923
M378T191_POS,378.04990968918963,190.7790069580078,NA,NA,6019.776257080036,5325.610446934792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5864.844846770695,3194.6814537282057,NA,NA,NA,NA,7253.899009187387,6208.874484906378,8142.93001057176,5042.213625646307,NA,6703.855795185213,NA,NA,5784.806390346062,4721.199713331979,NA
M378T183_POS,378.1151432876432,183.22665405273438,NA,NA,5797.822944070947,4681.253250413934,NA,NA,NA,NA,NA,NA,NA,NA,3105.7151708218494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2447.165544691045,1543.3452987693345,NA,NA,5191.310094175868,NA,NA,NA,4736.840802914874,NA,5026.138060064982,3313.6334538381293,NA
M378T151_POS,378.14672073402795,151.12970733642578,NA,NA,NA,10506.754320591686,NA,NA,NA,21716.10868827258,NA,23018.375339759896,24060.334800554985,NA,22505.868816780698,NA,NA,NA,NA,NA,NA,10630.603697417895,7907.1290859443925,6675.776537452444,NA,7322.659989875304,7593.198723564957,NA,26923.750178173766,5075.110609485323,21894.618900148715,NA,20899.653768600343,20441.995708038798,NA,18720.78702594923,NA,NA
M379T228_POS,379.0698047496839,227.95636749267578,NA,NA,4837.846296552954,NA,NA,NA,NA,5379.511374659644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6515.399084124073,2593.2807123691227,NA,NA,NA,NA,5123.659858689501,4586.09903303878,4803.523670586177,3021.453954618898,NA,5829.778533021599,NA,NA,4745.284980929798,NA,NA
M379T219_POS,379.13246738267185,218.5293731689453,NA,NA,NA,NA,NA,NA,NA,2647.1719700358226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4226.8618644819,4340.288124053006,NA,NA,3172.677143795938,NA,NA,2550.4351303626677,2212.882570628315,NA
M379T123_POS,379.1727192277356,122.52172088623047,NA,56987.215568707354,44795.737377078585,44183.285829590706,NA,NA,NA,47622.66262263653,NA,28826.56492052882,NA,NA,37306.25564098731,NA,NA,NA,NA,NA,NA,56637.441426815196,NA,10024.614786974478,NA,NA,NA,NA,56756.29220232643,NA,47851.60741094743,NA,50019.81713015155,48071.54598235816,NA,35701.627206816884,NA,NA
M380T164_1_POS,379.61660057630246,163.88494873046875,NA,59024.63765131965,37604.31801827813,23114.335128967112,NA,NA,NA,NA,NA,46613.4913202606,39563.85257722557,NA,48045.43081161246,NA,NA,NA,NA,NA,NA,50682.30694858662,NA,NA,NA,NA,NA,NA,44014.159388514825,46627.00253950652,NA,NA,46220.22373807274,46649.24713142481,NA,45150.473323184735,38629.258537786875,41587.90258019883
M380T164_2_POS,379.81916958954093,163.67193603515625,NA,71111.67536333307,NA,36224.36323632772,NA,NA,NA,55154.84893289874,NA,51390.124687245865,43596.331311761394,NA,49249.08926644181,NA,NA,NA,NA,NA,NA,60745.76945192732,NA,NA,NA,NA,NA,NA,54287.7338775394,51737.75167277499,NA,NA,51650.685748659336,NA,NA,43380.67440442888,48275.18128517384,50112.10864461195
M380T164_3_POS,380.0194217871625,163.62918853759766,NA,44363.34108335074,27043.806965299456,23380.67126993904,NA,NA,NA,34873.26113173773,NA,18513.88522347281,24248.569624221527,NA,25368.726396481747,NA,NA,NA,NA,NA,NA,32996.71377108687,NA,NA,NA,NA,NA,NA,34888.924811833494,NA,NA,NA,34048.53962376492,NA,NA,NA,30138.83950730242,31031.660817087206
M380T229_POS,380.1625635943839,228.8930206298828,NA,12132.350769063036,NA,13038.03341845854,11459.55536643296,17136.510290032824,18315.20321747069,NA,17918.60503743064,13001.000206431043,NA,NA,NA,11114.425776130445,14849.424400003245,NA,NA,NA,14443.97703734377,15446.427887162512,9481.066692334296,12582.673085812698,11433.28222271631,9884.706745992327,NA,NA,NA,NA,NA,NA,NA,NA,14269.593930205217,NA,15988.70349215803,NA
M380T122_POS,380.15478463422585,122.39151382446289,NA,20694.985249073892,18126.603614993503,17396.707162883435,NA,NA,NA,NA,NA,NA,14230.950027744986,NA,14090.72389006556,NA,NA,NA,NA,NA,NA,22431.97385161452,NA,NA,NA,NA,NA,NA,NA,NA,20424.20437973475,NA,18207.704253785694,18508.9886796594,NA,12721.29185751482,NA,NA
M380T197_POS,380.1626200868113,196.83346557617188,NA,10523.373556167162,NA,6763.92774582893,NA,NA,NA,7426.485931503282,NA,NA,NA,NA,NA,NA,10331.267752734968,NA,NA,NA,NA,10950.319232966878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6998.852150001636,7631.53323243345,NA,NA,NA,6771.688346588662
M380T472_POS,380.2077341961698,471.5559997558594,57060.532074068986,49072.31690809143,NA,NA,NA,NA,NA,NA,NA,NA,7828.162161682763,10750.856561627239,20444.203601354755,NA,NA,NA,NA,5768.110845877314,NA,13274.310811017585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11045.167922872817,15714.422100121501,NA,20834.77758392016,15208.457618603024,NA
M380T164_4_POS,380.2181910286316,163.93959045410156,NA,NA,9771.355291286392,NA,NA,NA,NA,NA,NA,12066.932327480838,13677.111644452412,NA,NA,NA,NA,NA,NA,NA,NA,14301.291457404584,NA,NA,NA,NA,NA,NA,17593.82963566446,NA,11782.792246421997,NA,NA,14256.815492028438,NA,12721.241439727028,NA,11570.611910347207
M381T172_POS,381.1024633523316,172.03732299804688,NA,NA,NA,NA,NA,2551.266523357717,NA,NA,2317.4403305180385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2047995.2353546815,2279651.084251109,65649.94045403632,1670161.22192842,1661529.4502930187,NA,5288.518441891133,NA,NA,NA,NA,NA,NA,NA,NA,NA
M381T484_POS,381.29628924626627,483.5742645263672,NA,NA,NA,NA,25720.178741008942,47835.637963845256,123835.71376784384,NA,71240.29326560425,NA,5467.012522091121,NA,NA,2526.9815410234414,79290.1076111872,116184.91232326913,76147.48029194117,47183.052185922694,46884.94096217378,8152.672472835073,186791.0989891304,544874.9176026635,NA,20058.22520249817,NA,6400.50459575341,NA,NA,NA,NA,NA,6065.41778181832,48820.76155185203,NA,5306.977193404408,3487.96406832167
M382T172_1_POS,381.60585158565067,171.8280792236328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,515063.3745896916,604076.0698968105,16696.61271584328,459318.6585928456,426548.31194724666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M382T14_POS,381.7030389320351,14.171764373779297,14804.555893192652,14386.853571979826,NA,NA,NA,NA,NA,13780.77639297527,NA,12667.766951655412,13886.808163211756,7847.11077467038,14520.167466789142,9510.836094027423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17051.799336113356,18728.2054337699,17115.844631924258,14129.386055861347,15526.016052350577,13895.12101159912,NA,NA,NA,NA,12746.095128524492
M382T191_POS,382.02383383672463,190.60169219970703,NA,NA,13806.23950067218,12884.896349918681,NA,NA,NA,NA,NA,9822.209160142873,11449.817657989099,NA,12142.87787217597,NA,NA,NA,1939.7092049385558,NA,NA,18760.245473452862,NA,4282.228403095349,NA,4336.180721848949,4490.885589567023,11111.352821422179,11623.370831629658,11268.539659812875,12975.915052460978,NA,NA,13970.997275090309,NA,17389.81977934816,10102.97751654878,10204.461426105954
M382T172_2_POS,382.10368610747344,172.1048583984375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250585.37942323054,276247.90861336293,9345.116069327776,204531.79415242418,224486.4559997774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M382T39_POS,382.1201160231403,38.985511779785156,39145.00389596581,29993.88375833161,16819.17583110094,NA,NA,NA,NA,21803.47302915619,NA,15128.352859525527,36229.250320705556,NA,9934.206483735059,11975.494387147528,NA,NA,NA,NA,NA,NA,NA,19123.851875025055,NA,NA,53088.12406964821,14979.58598258365,13945.339736939519,14812.331944693691,NA,8074.412174240556,24941.270459835978,NA,NA,NA,25299.042960505947,16486.552405378432
M382T472_POS,382.2029470690288,471.5559844970703,14505.597433573324,10901.495864927689,NA,NA,NA,NA,NA,7975.063278140374,NA,NA,NA,NA,NA,NA,NA,NA,1734.2393722594172,NA,1990.3166985509756,5215.699424776015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5773.48890603626,4939.749991920641,NA,7464.824071450857,3047.476478554547,NA
M383T190_POS,382.52401725239633,190.3169174194336,NA,NA,NA,3612.6460377956155,NA,NA,NA,4058.903453364799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6703.87721681303,2093.5168163087237,NA,NA,1818.9686741323535,NA,4197.087349880102,NA,3278.5702171263442,3656.053317652851,NA,NA,3529.145099080945,NA,NA,3219.6127620358448,NA
M383T191_POS,383.0393150184719,190.6514434814453,NA,NA,17883.56242587948,24449.952631821267,NA,NA,NA,11166.832291492146,NA,NA,25842.430677860542,NA,18928.908063949748,NA,NA,NA,NA,3583.3453071952963,NA,23764.461849526127,9257.500551588328,NA,NA,8623.9476228348,11180.417068024635,24622.951952740535,19072.09853499811,15485.129371727711,18362.27188532003,NA,20848.378098644407,23933.394999868244,NA,18158.168224103683,15927.804176417536,19352.88310389553
M384T191_POS,383.54077042673276,190.7790069580078,NA,NA,7517.056414852634,NA,NA,NA,NA,10157.6335906968,NA,NA,5991.119985638313,NA,9564.062595836649,NA,NA,NA,NA,NA,NA,8287.924660088687,3916.691141178638,4117.126329950605,NA,4167.434884463546,NA,6962.691867034271,7298.166217115188,NA,NA,NA,NA,NA,NA,8719.807339291596,NA,5824.254798920997
M384T118_POS,384.1131620650339,117.71121215820312,NA,NA,11648.26408011316,11382.064101461263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2209.6027573283013,NA,NA,13795.484051825793,NA,NA,NA,5658.566146809527,NA,NA,NA,NA,NA,NA,13377.864115785902,13026.771334187772,NA,11902.889429773833,NA,NA
M385T229_POS,384.5649360714955,228.92929077148438,NA,7113.778559796512,6507.053425658606,NA,3303.6998891699263,NA,NA,7570.941185694773,3887.2499198839546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9583.556707248987,NA,5075.277428601033,2964.162800771328,NA,5654.387512191472,6884.096503237795,3711.36296985472,6675.461077056092,7405.390458722322,NA,NA,5751.419105533107,NA,NA,4969.747979227654,NA
M387T484_POS,387.27552571788044,483.5742645263672,NA,NA,NA,NA,9094.907927512197,19927.50082017172,55668.442369293596,1535.9825030405777,32513.499102412672,NA,NA,NA,NA,NA,60250.67011243411,73402.31933184572,44621.53960623736,26921.423557822745,25509.764419695257,1503.6030110347021,69885.82593370648,154736.24709914462,NA,11455.429655355694,NA,NA,NA,NA,NA,NA,NA,NA,20834.037242097686,4000.5908012413042,NA,NA
M388T150_POS,388.2528909362156,150.415283203125,NA,48908.57221623779,53998.47078509163,51137.056621658034,8858.061084750896,NA,NA,65044.09787895048,8988.4316683729,59444.03161400367,63066.3193282657,NA,47277.53828584592,NA,18312.299831964694,11470.813864133224,14469.807017846279,14148.275232389462,NA,61602.32975268573,16574.178004263817,NA,NA,18048.60536465822,18139.0469831655,NA,56459.68471602087,NA,53568.08451234936,NA,56951.99160511481,60166.21679220696,NA,55950.58838088178,3350.5389268840736,NA
M389T221_POS,389.11500527518535,221.0346450805664,NA,169565.75506679274,139923.7649083932,121985.34542644274,13560.05989064876,10925.840318420538,8333.907576627624,367569.0167881288,3803.64114964201,681577.9218080909,188304.50983818134,NA,429229.1862969019,672069.8382885976,5432.087925520474,18731.978049055924,7165.484001198836,10665.956131699326,9092.621908159612,107563.476035101,115990.95945318631,118985.87481173119,NA,141282.85217129975,143148.50152139104,148432.20676652133,139909.2376066736,213221.81107879346,165611.86644985445,NA,343573.4441257637,374680.7193631946,4477.071541331476,297042.25039565953,346307.22966025333,344004.8008676664
M389T124_POS,389.1313281721523,123.97500610351562,NA,156848.64969193446,147769.12572503425,132158.01803612444,NA,NA,NA,126340.67978499406,NA,126673.22150430901,160316.3070670037,NA,80845.22423948302,NA,NA,NA,NA,NA,NA,57466.75391679453,34729.53618596637,21817.028183229522,NA,51765.1035224028,58351.060141536385,NA,64683.69041901908,NA,63559.67604018842,NA,120035.63321205795,127253.70478053046,NA,94216.235311372875,NA,NA
M390T221_POS,390.117031658989,220.73121643066406,NA,NA,12970.042766153976,13730.789350666759,NA,NA,NA,38227.95247968346,NA,74175.09392411774,19232.163958923455,NA,NA,79443.87824130016,NA,NA,NA,NA,NA,12514.052024909714,12922.995287799215,NA,NA,10865.339897215154,NA,NA,12497.416904191281,21926.157803475184,17229.736635276062,NA,36541.745985559726,40803.461308825164,NA,29663.37194702869,36594.52183314212,35609.90665465248
M390T124_POS,390.13102102877946,123.9921875,NA,18531.489575266798,16775.655595094308,12977.75806977675,NA,NA,NA,13251.527495347751,NA,13298.938426979117,15942.780925142572,NA,8200.43487542402,NA,NA,NA,NA,NA,NA,NA,3963.7395419213185,NA,NA,6308.515074614845,7229.887280771768,NA,NA,NA,6580.559406283194,NA,14164.336151200514,12686.34307105327,NA,7512.010474175213,NA,NA
M391T185_POS,391.06834966947144,185.3472442626953,NA,NA,NA,4483.657796117957,NA,NA,NA,3817.5506809907774,NA,5434.557246091543,NA,NA,NA,NA,NA,2029.4260994580054,NA,NA,1972.303372896278,NA,5167.002976942014,7405.748930014761,NA,5234.79775652849,5847.834777863996,6057.464391820599,NA,NA,NA,NA,2856.184156104506,4048.525184653502,NA,2927.6901855628785,NA,NA
M391T91_POS,391.0923620663743,91.03965759277344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7443.826798980482,6784.984465800647,NA,4003.4551168921216,NA,NA
M391T221_POS,391.1154813624547,221.03108978271484,NA,NA,NA,NA,NA,NA,NA,7323.29530333471,NA,11343.311011328515,4683.699545243434,NA,NA,15434.208321241542,NA,NA,NA,NA,NA,NA,NA,3389.3804499080597,NA,2850.9766540683186,NA,NA,NA,5074.019926760505,NA,NA,8078.506199378234,8836.177629390364,NA,NA,7087.714729996746,NA
M391T498_POS,391.28252143046143,497.9678192138672,31122.189802034336,68759.01318807603,21492.73973885185,26775.748465058463,22855.205877525375,21666.33300478926,21495.4707325629,269295.92702982033,49241.21990234364,16234.029502957488,39624.34516566553,9272.435188276693,129625.27237265713,8839.348106432648,8836.825637822532,25032.53763200311,9208.767776422437,12216.515501831624,10672.103420049785,NA,8560.191355247736,50326.60025399635,NA,NA,4281.817626987195,56578.39734237625,18891.47638825175,56715.941619966856,15839.103732021362,74966.98956972187,183582.0618945591,256179.46243273607,NA,186608.89239909188,193385.88703166397,209993.03649293908
